fund,account,subaccount,long_account,vendor,invoice,line_item_desc,check,date,amount
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,2521,COM TX 030722/2521,73045,2022-03-15,50.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006937,COM TX 030922/I006937,73045,2022-03-15,80.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006937,COM TX 030922/I006937,73045,2022-03-15,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004000,COM TX 032122/I004000,73274,2022-03-23,85.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004000,COM TX 032122/I004000,73274,2022-03-23,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004005,COM TX 032122/I004005,73274,2022-03-23,85.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I004005,COM TX 032122/I004005,73274,2022-03-23,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006976,COM TX 032122/I006976,73274,2022-03-23,65.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006976,COM TX 032122/I006976,73274,2022-03-23,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006999,COM TX 032122/I006999,73274,2022-03-23,145.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006999,COM TX 032122/I006999,73274,2022-03-23,185.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,A-1 GLASS & AUTO LLC,I006999,COM TX 032122/I006999,73274,2022-03-23,200.00
1000,17,17100-515250-00000000-,1000-17-17100-515250-00000000-,AAET LLC,3471,SOLE SOURCE ITS APC UNIT LOCATED AT 815 WHEELER AV,72907,2022-03-15,3900.00
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA CHILD SUPPORT PAYMENT CENTER,258254,Payroll Run 1 - Warrant 220320,73256,2022-03-25,21927.45
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA DEPARTMENT OF REVENUE,258256,Payroll Run 1 - Warrant 220320,73257,2022-03-25,376.60
1000,14,14100-515700-00000000-,1000-14-14100-515700-00000000-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 03/21/22,UTILITY TAX DUE 3/21/22,72905,2022-03-15,8329.71
1000,70,70200-515700-00000000-,1000-70-70200-515700-00000000-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 03/21/22,UTILITY TAX DUE 3/21/22,72905,2022-03-15,6.32
1000,53,53200-515700-PK1010XX-,1000-53-53200-515700-PK1010XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 03/21/22,UTILITY TAX DUE 3/21/22,72905,2022-03-15,1.58
1000,53,53200-515700-PK1020XX-,1000-53-53200-515700-PK1020XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 03/21/22,UTILITY TAX DUE 3/21/22,72905,2022-03-15,109.74
1000,53,53200-515700-PK1030XX-,1000-53-53200-515700-PK1030XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 03/21/22,UTILITY TAX DUE 3/21/22,72905,2022-03-15,0.39
1000,53,53200-515700-PK1040XX-,1000-53-53200-515700-PK1040XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 03/21/22,UTILITY TAX DUE 3/21/22,72905,2022-03-15,102.03
1000,53,53200-515700-PK1060XX-,1000-53-53200-515700-PK1060XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 03/21/22,UTILITY TAX DUE 3/21/22,72905,2022-03-15,64.38
1000,53,53200-515700-PK1051XX-,1000-53-53200-515700-PK1051XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 03/21/22,UTILITY TAX DUE 3/21/22,72905,2022-03-15,131.21
1000,53,53200-515700-PK1055XX-,1000-53-53200-515700-PK1055XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 03/21/22,UTILITY TAX DUE 3/21/22,72905,2022-03-15,8.05
1000,53,53200-515700-PK1057XX-,1000-53-53200-515700-PK1057XX-,ALABAMA DEPARTMENT OF REVENUE,UT TAX DUE 03/21/22,UTILITY TAX DUE 3/21/22,72905,2022-03-15,1.18
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,ALABAMA FLAG & BANNER,336214,2022 BLANKET PO FLAGS-SUPPLIES-REPAIRS,72911,2022-03-14,36.90
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,ALABAMA FLAG & BANNER,336203,2022 BLANKET PO FLAGS-SUPPLIES-REPAIRS,72911,2022-03-14,434.50
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,ALABAMA FLAG & BANNER,336153,2022 BLANKET PO FLAGS-SUPPLIES-REPAIRS,72911,2022-03-14,1029.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,ALABAMA FLAG & BANNER,336237,2022 BLANKET PO FLAGS-SUPPLIES-REPAIRS,73048,2022-03-15,287.50
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,ALABAMA FLAG & BANNER,336154,2022 BLANKET PO FLAGS-SUPPLIES-REPAIRS,73048,2022-03-15,195.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,ALABAMA FLAG & BANNER,336113,2022 BLANKET PO FLAGS-SUPPLIES-REPAIRS,73048,2022-03-15,403.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,ALABAMA FLAG & BANNER,336228,2022 BLANKET PO FLAGS-SUPPLIES-REPAIRS,73048,2022-03-16,74.50
1000,00,00000-210180-00000000-,1000-00-00000-210180-00000000-,ALABAMA LAW ENFORCEMENT AGENCY,258249,Payroll Run 1 - Warrant 220320,73258,2022-03-25,389.47
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,129071,LAWN MAINTENANCE (BLANKET),73049,2022-03-15,1246.00
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,129275,LAWN MAINTENANCE (BLANKET),73049,2022-03-15,170.00
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,128990,LAWN MAINTENANCE (BLANKET),73049,2022-03-15,486.00
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,129014,LAWN MAINTENANCE (BLANKET),73049,2022-03-15,250.00
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,129072,LAWN MAINTENANCE (BLANKET),73049,2022-03-15,265.00
1000,52,52100-515370-00000000-,1000-52-52100-515370-00000000-,ALABAMA LAWN MASTERS INC,129073,LAWN MAINTENANCE (BLANKET),73049,2022-03-15,485.00
1000,75,75100-515370-00000000-,1000-75-75100-515370-00000000-,ALABAMA LINE LOCATION CENTER INC.,0222035,MONTHLY PARTICIPATION ***BLANKET PO***,72914,2022-03-15,2573.77
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,21725,TRANSL. SERV. C. LOPEZ-CS#1116558-11165388,72915,2022-03-15,75.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,ALAMEX TRANSLATION SERVICES,21775,INTER. SERVC. NO SHOW (NO SPANISH CLIENTS),73156,2022-03-17,60.00
1000,52,52600-513010-00000000-,1000-52-52600-513010-00000000-,ALBERTVILLE MULCH COMPANY LLC,9142,PINE BARK FOR PARKS - NORTH MAINT,73157,2022-03-21,1400.00
1000,52,52600-513010-00000000-,1000-52-52600-513010-00000000-,ALBERTVILLE MULCH COMPANY LLC,7522,PINE BARK FOR PARKS - NORTH MAINT,73276,2022-03-23,1400.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALBERTVILLE MULCH COMPANY LLC,40275,COM TX 030722/40275,73050,2022-03-15,80.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALBERTVILLE MULCH COMPANY LLC,40276,COM TX 030722/40276,73050,2022-03-15,80.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALBERTVILLE MULCH COMPANY LLC,40277,COM TX 030722/40277,73050,2022-03-15,80.00
1000,70,70200-513030-00000000-,1000-70-70200-513030-00000000-,ALBERTVILLE MULCH COMPANY LLC,40278,COM TX 030722/40278,73050,2022-03-15,80.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALBERTVILLE MULCH COMPANY LLC,40279,COM TX 030722/40279,73050,2022-03-15,80.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALBERTVILLE MULCH COMPANY LLC,40283,COM TX 030922/40283,73050,2022-03-15,80.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALBERTVILLE MULCH COMPANY LLC,40284,COM TX 030922/40284,73050,2022-03-15,80.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALBERTVILLE MULCH COMPANY LLC,40289,COM TX 032122/40289,73277,2022-03-23,120.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALBERTVILLE MULCH COMPANY LLC,40290,COM TX 032122/40290,73277,2022-03-23,80.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALBERTVILLE MULCH COMPANY LLC,40293,COM TX 032122/40293,73277,2022-03-23,40.00
1000,55,55400-514010-00000000-,1000-55-55400-514010-00000000-,ALLGAS INC,2914964,FY22 PROPANE BLANKET,73158,2022-03-17,59.37
1000,55,55400-514010-00000000-,1000-55-55400-514010-00000000-,ALLGAS INC,2915078,FY22 PROPANE BLANKET,73158,2022-03-17,67.73
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALTEC INDUSTRIES INC,50838352,COM TX 031122/50838352,73051,2022-03-16,636.00
1000,15,15100-513030-00000000-,1000-15-15100-513030-00000000-,ALTEC INDUSTRIES INC,50849043,COM TX 031122/50849043,73051,2022-03-16,1380.00
1000,43,00000-515370-00000000-,1000-43-00000-515370-00000000-,AMCCMA,AMCCMA 2022,RENEWL MEMBERSHIP SIGNUP NEW MEMBERS 2022,72918,2022-03-15,2000.00
1000,42,42200-515130-00000000-,1000-42-42200-515130-00000000-,AMERICAN BEDDING MFG INC,40580,MATTRESS COVERS,72919,2022-03-14,1240.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AMERICAN OVERHEAD DOOR INC,34557,2022 BLANKET OVERHEAD DOOR REPAIRS,72920,2022-03-14,110.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AMERICAN OVERHEAD DOOR INC,34556,2022 BLANKET OVERHEAD DOOR REPAIRS,72920,2022-03-14,195.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AMERICAN OVERHEAD DOOR INC,34589,2022 BLANKET OVERHEAD DOOR REPAIRS,73159,2022-03-18,1326.00
1000,14,14300-513010-00000000-,1000-14-14300-513010-00000000-,AMERICAN OVERHEAD DOOR INC,34571,2022 BLANKET OVERHEAD DOOR REPAIRS,73159,2022-03-21,170.00
1000,30,30100-515790-00000000-,1000-30-30100-515790-00000000-,AMERICAN RED CROSS & ITS CONSTITUENT CHAPTERS,22407349,AMERICAN RED CROSS TRAINING FOR DEPT. (BLANKET),73001,2022-03-14,41.00
1000,30,30100-515790-00000000-,1000-30-30100-515790-00000000-,AMERICAN RED CROSS & ITS CONSTITUENT CHAPTERS,22408480,AMERICAN RED CROSS TRAINING FOR DEPT. (BLANKET),73229,2022-03-17,41.00
1000,19,00000-515190-00000000-,1000-19-00000-515190-00000000-,ANGELA LEE GARNER,CLAIM FY22-065,SETTLEMENT OF CLAIM FY22-065,73052,2022-03-15,503.50
1000,17,17300-520200-00000000-,1000-17-17300-520200-00000000-,APPROVED  OPTICS,INV20221464,QUOTE SO63424 IT-NETWORK STOCK,73053,2022-03-15,1560.47
1000,52,52200-515370-00000000-,1000-52-52200-515370-00000000-,ASPLUNDH TREE EXPERT LLC,54K43322,TREE PRUNING SERVICE (BLANKET),73162,2022-03-21,4641.03
